image,mask,chip_id,xmin,ymin,xmax,ymax,crs,width_px,height_px
data/annotations/pinheiros_seg/images/r0001_c0007.png,data/annotations/pinheiros_seg/masks/r0001_c0007.png,r0001_c0007,326796.762,7391893.545,326899.162,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0008.png,data/annotations/pinheiros_seg/masks/r0001_c0008.png,r0001_c0008,326899.162,7391893.545,327001.562,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0009.png,data/annotations/pinheiros_seg/masks/r0001_c0009.png,r0001_c0009,327001.562,7391893.545,327103.962,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0010.png,data/annotations/pinheiros_seg/masks/r0001_c0010.png,r0001_c0010,327103.962,7391893.545,327206.362,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0011.png,data/annotations/pinheiros_seg/masks/r0001_c0011.png,r0001_c0011,327206.362,7391893.545,327308.762,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0012.png,data/annotations/pinheiros_seg/masks/r0001_c0012.png,r0001_c0012,327308.762,7391893.545,327411.162,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0013.png,data/annotations/pinheiros_seg/masks/r0001_c0013.png,r0001_c0013,327411.162,7391893.545,327513.562,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0014.png,data/annotations/pinheiros_seg/masks/r0001_c0014.png,r0001_c0014,327513.562,7391893.545,327615.962,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0015.png,data/annotations/pinheiros_seg/masks/r0001_c0015.png,r0001_c0015,327615.962,7391893.545,327718.362,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0016.png,data/annotations/pinheiros_seg/masks/r0001_c0016.png,r0001_c0016,327718.362,7391893.545,327820.762,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0017.png,data/annotations/pinheiros_seg/masks/r0001_c0017.png,r0001_c0017,327820.762,7391893.545,327923.162,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0018.png,data/annotations/pinheiros_seg/masks/r0001_c0018.png,r0001_c0018,327923.162,7391893.545,328025.562,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0019.png,data/annotations/pinheiros_seg/masks/r0001_c0019.png,r0001_c0019,328025.562,7391893.545,328127.962,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0020.png,data/annotations/pinheiros_seg/masks/r0001_c0020.png,r0001_c0020,328127.962,7391893.545,328230.362,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0001_c0021.png,data/annotations/pinheiros_seg/masks/r0001_c0021.png,r0001_c0021,328230.362,7391893.545,328332.762,7391995.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0000.png,data/annotations/pinheiros_seg/masks/r0002_c0000.png,r0002_c0000,326079.962,7391995.945,326182.362,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0001.png,data/annotations/pinheiros_seg/masks/r0002_c0001.png,r0002_c0001,326182.362,7391995.945,326284.762,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0002.png,data/annotations/pinheiros_seg/masks/r0002_c0002.png,r0002_c0002,326284.762,7391995.945,326387.162,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0003.png,data/annotations/pinheiros_seg/masks/r0002_c0003.png,r0002_c0003,326387.162,7391995.945,326489.562,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0004.png,data/annotations/pinheiros_seg/masks/r0002_c0004.png,r0002_c0004,326489.562,7391995.945,326591.962,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0005.png,data/annotations/pinheiros_seg/masks/r0002_c0005.png,r0002_c0005,326591.962,7391995.945,326694.362,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0006.png,data/annotations/pinheiros_seg/masks/r0002_c0006.png,r0002_c0006,326694.362,7391995.945,326796.762,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0007.png,data/annotations/pinheiros_seg/masks/r0002_c0007.png,r0002_c0007,326796.762,7391995.945,326899.162,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0008.png,data/annotations/pinheiros_seg/masks/r0002_c0008.png,r0002_c0008,326899.162,7391995.945,327001.562,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0009.png,data/annotations/pinheiros_seg/masks/r0002_c0009.png,r0002_c0009,327001.562,7391995.945,327103.962,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0010.png,data/annotations/pinheiros_seg/masks/r0002_c0010.png,r0002_c0010,327103.962,7391995.945,327206.362,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0011.png,data/annotations/pinheiros_seg/masks/r0002_c0011.png,r0002_c0011,327206.362,7391995.945,327308.762,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0012.png,data/annotations/pinheiros_seg/masks/r0002_c0012.png,r0002_c0012,327308.762,7391995.945,327411.162,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0013.png,data/annotations/pinheiros_seg/masks/r0002_c0013.png,r0002_c0013,327411.162,7391995.945,327513.562,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0014.png,data/annotations/pinheiros_seg/masks/r0002_c0014.png,r0002_c0014,327513.562,7391995.945,327615.962,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0015.png,data/annotations/pinheiros_seg/masks/r0002_c0015.png,r0002_c0015,327615.962,7391995.945,327718.362,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0016.png,data/annotations/pinheiros_seg/masks/r0002_c0016.png,r0002_c0016,327718.362,7391995.945,327820.762,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0017.png,data/annotations/pinheiros_seg/masks/r0002_c0017.png,r0002_c0017,327820.762,7391995.945,327923.162,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0018.png,data/annotations/pinheiros_seg/masks/r0002_c0018.png,r0002_c0018,327923.162,7391995.945,328025.562,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0019.png,data/annotations/pinheiros_seg/masks/r0002_c0019.png,r0002_c0019,328025.562,7391995.945,328127.962,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0020.png,data/annotations/pinheiros_seg/masks/r0002_c0020.png,r0002_c0020,328127.962,7391995.945,328230.362,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0002_c0021.png,data/annotations/pinheiros_seg/masks/r0002_c0021.png,r0002_c0021,328230.362,7391995.945,328332.762,7392098.345,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0000.png,data/annotations/pinheiros_seg/masks/r0003_c0000.png,r0003_c0000,326079.962,7392098.345,326182.362,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0001.png,data/annotations/pinheiros_seg/masks/r0003_c0001.png,r0003_c0001,326182.362,7392098.345,326284.762,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0002.png,data/annotations/pinheiros_seg/masks/r0003_c0002.png,r0003_c0002,326284.762,7392098.345,326387.162,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0003.png,data/annotations/pinheiros_seg/masks/r0003_c0003.png,r0003_c0003,326387.162,7392098.345,326489.562,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0004.png,data/annotations/pinheiros_seg/masks/r0003_c0004.png,r0003_c0004,326489.562,7392098.345,326591.962,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0005.png,data/annotations/pinheiros_seg/masks/r0003_c0005.png,r0003_c0005,326591.962,7392098.345,326694.362,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0006.png,data/annotations/pinheiros_seg/masks/r0003_c0006.png,r0003_c0006,326694.362,7392098.345,326796.762,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0007.png,data/annotations/pinheiros_seg/masks/r0003_c0007.png,r0003_c0007,326796.762,7392098.345,326899.162,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0008.png,data/annotations/pinheiros_seg/masks/r0003_c0008.png,r0003_c0008,326899.162,7392098.345,327001.562,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0009.png,data/annotations/pinheiros_seg/masks/r0003_c0009.png,r0003_c0009,327001.562,7392098.345,327103.962,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0010.png,data/annotations/pinheiros_seg/masks/r0003_c0010.png,r0003_c0010,327103.962,7392098.345,327206.362,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0011.png,data/annotations/pinheiros_seg/masks/r0003_c0011.png,r0003_c0011,327206.362,7392098.345,327308.762,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0012.png,data/annotations/pinheiros_seg/masks/r0003_c0012.png,r0003_c0012,327308.762,7392098.345,327411.162,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0013.png,data/annotations/pinheiros_seg/masks/r0003_c0013.png,r0003_c0013,327411.162,7392098.345,327513.562,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0014.png,data/annotations/pinheiros_seg/masks/r0003_c0014.png,r0003_c0014,327513.562,7392098.345,327615.962,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0015.png,data/annotations/pinheiros_seg/masks/r0003_c0015.png,r0003_c0015,327615.962,7392098.345,327718.362,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0016.png,data/annotations/pinheiros_seg/masks/r0003_c0016.png,r0003_c0016,327718.362,7392098.345,327820.762,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0017.png,data/annotations/pinheiros_seg/masks/r0003_c0017.png,r0003_c0017,327820.762,7392098.345,327923.162,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0018.png,data/annotations/pinheiros_seg/masks/r0003_c0018.png,r0003_c0018,327923.162,7392098.345,328025.562,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0019.png,data/annotations/pinheiros_seg/masks/r0003_c0019.png,r0003_c0019,328025.562,7392098.345,328127.962,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0020.png,data/annotations/pinheiros_seg/masks/r0003_c0020.png,r0003_c0020,328127.962,7392098.345,328230.362,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0003_c0021.png,data/annotations/pinheiros_seg/masks/r0003_c0021.png,r0003_c0021,328230.362,7392098.345,328332.762,7392200.745,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0000.png,data/annotations/pinheiros_seg/masks/r0004_c0000.png,r0004_c0000,326079.962,7392200.745,326182.362,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0001.png,data/annotations/pinheiros_seg/masks/r0004_c0001.png,r0004_c0001,326182.362,7392200.745,326284.762,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0002.png,data/annotations/pinheiros_seg/masks/r0004_c0002.png,r0004_c0002,326284.762,7392200.745,326387.162,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0003.png,data/annotations/pinheiros_seg/masks/r0004_c0003.png,r0004_c0003,326387.162,7392200.745,326489.562,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0004.png,data/annotations/pinheiros_seg/masks/r0004_c0004.png,r0004_c0004,326489.562,7392200.745,326591.962,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0005.png,data/annotations/pinheiros_seg/masks/r0004_c0005.png,r0004_c0005,326591.962,7392200.745,326694.362,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0006.png,data/annotations/pinheiros_seg/masks/r0004_c0006.png,r0004_c0006,326694.362,7392200.745,326796.762,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0007.png,data/annotations/pinheiros_seg/masks/r0004_c0007.png,r0004_c0007,326796.762,7392200.745,326899.162,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0008.png,data/annotations/pinheiros_seg/masks/r0004_c0008.png,r0004_c0008,326899.162,7392200.745,327001.562,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0009.png,data/annotations/pinheiros_seg/masks/r0004_c0009.png,r0004_c0009,327001.562,7392200.745,327103.962,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0010.png,data/annotations/pinheiros_seg/masks/r0004_c0010.png,r0004_c0010,327103.962,7392200.745,327206.362,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0011.png,data/annotations/pinheiros_seg/masks/r0004_c0011.png,r0004_c0011,327206.362,7392200.745,327308.762,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0012.png,data/annotations/pinheiros_seg/masks/r0004_c0012.png,r0004_c0012,327308.762,7392200.745,327411.162,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0013.png,data/annotations/pinheiros_seg/masks/r0004_c0013.png,r0004_c0013,327411.162,7392200.745,327513.562,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0014.png,data/annotations/pinheiros_seg/masks/r0004_c0014.png,r0004_c0014,327513.562,7392200.745,327615.962,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0015.png,data/annotations/pinheiros_seg/masks/r0004_c0015.png,r0004_c0015,327615.962,7392200.745,327718.362,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0016.png,data/annotations/pinheiros_seg/masks/r0004_c0016.png,r0004_c0016,327718.362,7392200.745,327820.762,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0017.png,data/annotations/pinheiros_seg/masks/r0004_c0017.png,r0004_c0017,327820.762,7392200.745,327923.162,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0018.png,data/annotations/pinheiros_seg/masks/r0004_c0018.png,r0004_c0018,327923.162,7392200.745,328025.562,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0019.png,data/annotations/pinheiros_seg/masks/r0004_c0019.png,r0004_c0019,328025.562,7392200.745,328127.962,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0020.png,data/annotations/pinheiros_seg/masks/r0004_c0020.png,r0004_c0020,328127.962,7392200.745,328230.362,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0004_c0021.png,data/annotations/pinheiros_seg/masks/r0004_c0021.png,r0004_c0021,328230.362,7392200.745,328332.762,7392303.145,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0000.png,data/annotations/pinheiros_seg/masks/r0005_c0000.png,r0005_c0000,326079.962,7392303.145,326182.362,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0001.png,data/annotations/pinheiros_seg/masks/r0005_c0001.png,r0005_c0001,326182.362,7392303.145,326284.762,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0002.png,data/annotations/pinheiros_seg/masks/r0005_c0002.png,r0005_c0002,326284.762,7392303.145,326387.162,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0003.png,data/annotations/pinheiros_seg/masks/r0005_c0003.png,r0005_c0003,326387.162,7392303.145,326489.562,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0004.png,data/annotations/pinheiros_seg/masks/r0005_c0004.png,r0005_c0004,326489.562,7392303.145,326591.962,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0005.png,data/annotations/pinheiros_seg/masks/r0005_c0005.png,r0005_c0005,326591.962,7392303.145,326694.362,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0006.png,data/annotations/pinheiros_seg/masks/r0005_c0006.png,r0005_c0006,326694.362,7392303.145,326796.762,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0007.png,data/annotations/pinheiros_seg/masks/r0005_c0007.png,r0005_c0007,326796.762,7392303.145,326899.162,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0008.png,data/annotations/pinheiros_seg/masks/r0005_c0008.png,r0005_c0008,326899.162,7392303.145,327001.562,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0009.png,data/annotations/pinheiros_seg/masks/r0005_c0009.png,r0005_c0009,327001.562,7392303.145,327103.962,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0010.png,data/annotations/pinheiros_seg/masks/r0005_c0010.png,r0005_c0010,327103.962,7392303.145,327206.362,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0011.png,data/annotations/pinheiros_seg/masks/r0005_c0011.png,r0005_c0011,327206.362,7392303.145,327308.762,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0012.png,data/annotations/pinheiros_seg/masks/r0005_c0012.png,r0005_c0012,327308.762,7392303.145,327411.162,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0013.png,data/annotations/pinheiros_seg/masks/r0005_c0013.png,r0005_c0013,327411.162,7392303.145,327513.562,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0014.png,data/annotations/pinheiros_seg/masks/r0005_c0014.png,r0005_c0014,327513.562,7392303.145,327615.962,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0015.png,data/annotations/pinheiros_seg/masks/r0005_c0015.png,r0005_c0015,327615.962,7392303.145,327718.362,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0016.png,data/annotations/pinheiros_seg/masks/r0005_c0016.png,r0005_c0016,327718.362,7392303.145,327820.762,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0017.png,data/annotations/pinheiros_seg/masks/r0005_c0017.png,r0005_c0017,327820.762,7392303.145,327923.162,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0018.png,data/annotations/pinheiros_seg/masks/r0005_c0018.png,r0005_c0018,327923.162,7392303.145,328025.562,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0019.png,data/annotations/pinheiros_seg/masks/r0005_c0019.png,r0005_c0019,328025.562,7392303.145,328127.962,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0020.png,data/annotations/pinheiros_seg/masks/r0005_c0020.png,r0005_c0020,328127.962,7392303.145,328230.362,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0005_c0021.png,data/annotations/pinheiros_seg/masks/r0005_c0021.png,r0005_c0021,328230.362,7392303.145,328332.762,7392405.545,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0000.png,data/annotations/pinheiros_seg/masks/r0006_c0000.png,r0006_c0000,326079.962,7392405.545,326182.362,7392507.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0001.png,data/annotations/pinheiros_seg/masks/r0006_c0001.png,r0006_c0001,326182.362,7392405.545,326284.762,7392507.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0002.png,data/annotations/pinheiros_seg/masks/r0006_c0002.png,r0006_c0002,326284.762,7392405.545,326387.162,7392507.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0003.png,data/annotations/pinheiros_seg/masks/r0006_c0003.png,r0006_c0003,326387.162,7392405.545,326489.562,7392507.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0004.png,data/annotations/pinheiros_seg/masks/r0006_c0004.png,r0006_c0004,326489.562,7392405.545,326591.962,7392507.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0005.png,data/annotations/pinheiros_seg/masks/r0006_c0005.png,r0006_c0005,326591.962,7392405.545,326694.362,7392507.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0006.png,data/annotations/pinheiros_seg/masks/r0006_c0006.png,r0006_c0006,326694.362,7392405.545,326796.762,7392507.945,EPSG:31983,1024,1024
data/annotations/pinheiros_seg/images/r0006_c0007.png,data/annotations/pinheiros_seg/masks/r0006_c0007.png,r0006_c0007,326796.762,7392405.545,326899.162,7392507.945,EPSG:31983,1024,1024
